YDR144C	-0.17	-0.51	-0.34	0.24	0.26	-0.27	-0.15	-0.69	-0.25	-0.51	-0.12	-0.09	-0.01	-0.15	-0.1	-0.25	-0.12	-0.4	-0.43	-0.29
YER124C	-0.4	-1.12	-1.43	-2.56	-1.6	-2.06	-2	-2.4	-2.94	-2.4	-1	0.28	0.04	-0.4	-0.6	-0.74	-0.79	-1.56	-2.4	0.5
YNL283C	0.39	-0.36	-0.22	0.06	0.66	0.46	0.72	-0.09	-0.49	-0.69	-0.62	-0.09	0.51	0.24	0.46	-0.1	0.08	0.07	-1	-0.62
YJL078C	-1.4	-1.56	-1.79	-2.12	-1.94	-1.56	-1.89	-2.18	-2.12	-1.4	-0.86	-0.01	-0.15	-0.89	-0.64	-0.94		-1.64	-1.29	0.73
YHR143W	-0.43	-1.36	-1.36	-2.25	-1.79	-2.47	-2.56	-2.56	-2.94	-2.84	-0.97	-0.29	-0.22	-0.64	-0.54	-0.69	-1.4	-2.12	-2.84	0.4
YOR222W	-0.25	0.03	-0.12	0.26	-0.1	0.19	0.11	-0.09	0.12	-0.18	-0.47	-0.15	-0.32	-0.12	-0.25	-0.38	-0.12	-0.04	-0.64	-0.49
YLR286C	-0.71	-0.97	-1.4	-2.06	-3.06	-3.32	-3.47	-4.06	-4.06	-3.64	-1.84	-0.49	-0.01	-0.58	-0.38	-0.94	-1.32	-1.74	-3.32	0.33
YOR084W	-0.76	-1.15	-0.36	-0.18	0.15	-0.27	-0.09	-0.64	-0.62	-0.79	-0.6	-0.45	-0.07	-0.51	-0.3	-0.45	-0.3	-0.2	-0.64	-0.42
YMR199W	-1.6	-0.97	1.25	0.83	0.9	0.44	0.03	-0.58	-1.15	-0.81	0.62	1.1	0.95	0.26	0.31	-0.06	-0.45	-0.92	-1.12	1.43
YDR224C	-1.94	-2	-1.79	-0.4	0.86	0.72	0.51	-0.51	-0.56	-1.15	-1.18	-0.69	0.55	0.51	0.66	-0.12	-0.36	-0.86	-1.12	-0.54
YDR225W	-2	-2.84	-1.94	-0.81	0.86	0.64	0.58	-0.45	-0.71	-1.36	-1.43	-1	0.44	0.61	0.93	0.04	-0.36	-0.89	-1.25	-0.89
YDL127W	1.58	-0.76	-0.49	-0.51	-0.51	-0.94	-0.58	-1.29	-1.09	0.38	0.66	0.49	0.2	-0.12	-0.47	-0.76	-0.54	-0.64	0.56	2.08
YPL256C	-1.69	-0.97	1.11	1.69	0.45	-0.07	-0.64	-1.6	-1.79	-1.36	0.07	1.29	0.82	0.28	-0.1	-0.6	-0.67	-1.32	-1.12	1.74
YML027W	-1.64	-0.58	1.81	1.37	0.58	0.36	0.31	-0.47	-0.89	-0.4	0.65	0.96	0.58	0.07	0.19	-0.25	-0.36	-0.86	-1.32	2.52
YDR309C	0.53	-0.62	0.33	0.38	0.11	-0.74	-1.09	-1.06	-0.47	-0.3	1.52	0.59	0.64	-0.3	0.53	-0.17	-0.79	-0.42	0.08	2
YDR451C	-1.43	-0.74	-0.06	-0.22	-0.6	0.31	0.21	0.08	-0.23	-1	-0.49	-0.47	-0.34	-0.18	0.28	0.62	-0.3	-0.56	-0.62	0.03
YDR097C	-0.56	-0.69	0.7	1.2	1	0.4	-0.47	-0.67	-0.2	-0.54	1.16	1.24	0.81	0.34	0.11	0.19	-0.6	-0.49	0.08	0.94
YNL300W	-1.15	-0.69	0.4	1.55	1.2	0.7	0.16	-0.14	-0.49	-0.92	-0.15	0.32	0.88	0.42	0.63	0	-0.22	-0.92	-1.32	-0.17
YER001W	-2.18	-0.58	0.87	1.71	0.64	0.66	-0.27	-0.43	-0.97	-0.84	0.18	1.46	1.13	1.1	0.31	0.07	-0.86	-0.76	-0.54	0.59
YNL233W	-0.49	-0.54	0.67	0.78	0.12	-0.15	-0.32	-0.45	-0.64	-0.12	-0.04	0.52	0.1	-0.3	-0.56	-0.58	-0.49	0.23	0.14	0.6
YOR247W	-2.47	-2.56	-1.03	-0.45	0.31	-0.18	0.14	-0.97	-0.81	-2	-1.25	-0.97	0.06	-0.22	0.67	0.08	-0.43	-1.29	0.07	0.16
YOR248W	-1.89	-2.12	-1.32	-0.45	-0.06	-0.3	0.12	-0.97	-1	-1.94	-1.4	-0.92	0.11	-0.4	0.48	-0.3	-0.47	-1.12	-0.12	-0.01
YHR098C	-0.01	-0.34	-0.43	-0.27	0.01	0.14	0.18	-0.32	-0.22	-0.45	-0.4	-0.29	-0.07	-0.34	0.16	-0.04	-0.42	-0.4	-0.69	-0.64
YPL051W	0.04	-0.38	-0.12	-0.1	0.23	0.06	0.21	0.12	-0.17	-0.25	-0.32	-0.38	-0.17	-0.51	-0.25	-0.22	-0.18	-0.12	0.4	0.45
YPL127C	-2.12	-2	-0.45	0.43	0.78	0.86	0.72	0.19	-0.3	-0.76	-0.89	-0.09	0.32	0.45	0.29	0.32	0.16	-0.32	-1.47	-0.86
YGR041W	-2.12	-1.22	-0.84	-0.89	-1.51	-0.71	-1.94	-2.06	-1.74	-0.74	-0.01	0.7	0.04	-0.3	-0.67	-0.56		-1	-0.2	0.82
YDL074C	-0.6	-0.71	-0.6	-0.51	-0.42	0.18	-0.07	0.51	-0.25	0.01	-0.54	-0.18	-0.14	-0.4	-0.49	0.16	0.28	-0.2	0.08	-0.1
YGR044C	-0.81	0	-1.03	-1.36	-1.79	-1.47	-2.25	1.31	-2	-1.03	-0.14	-0.01	-0.3	-0.58	-0.84	-0.74	-1.12	-1.29	-0.32	1.63
YOR108W	0.23	-0.23	0.15	-0.06	0.33	-0.14	0.26	-0.2	0.06	-0.27	-0.14	-0.17	0.12	-0.18	0.31	0.01	0.15	0.07	-0.51	-0.62
YOL006C	-0.43	-0.76	-0.14	0.21	-0.2	-0.45	-0.4	-0.47	-0.38	-0.27	0.28	0.34	0.15	-0.2	-0.01	-0.07	-0.34	-0.32	0.43	0.58
YOL007C	-1.43	-1.25	0.83	0.73	0.77	-0.47	-0.32	-1.18	-1.47	-0.71	-0.32	0.58	0.78	0.39	-0.27	-0.4	-0.84	-1.03	-1.64	1.42
YCL022C	0.08	0.01	1.07	0.77	0.25	-0.17	-0.07	-0.43	-0.64	0.08	0.29	0.58	0.38	-0.1	-0.58	-0.23	-0.43	-0.43	0.14	0.75
YJR134C	-0.36	-0.64	-0.49	-0.14	-0.1	0.04	0.3	0.03	0.24	0.34	0.15	-0.18	0.26	-0.07	0.32	0.33	-0.01	0.01	0.07	0.12
YDL003W	-1.12	-0.64	1.43	1.59	0.72	0.39	-0.45	-0.56	-0.67	-0.79	0.79	1.35	0.71	0.08	-0.27	0.06	-0.45	-0.45	-1.32	1.56
YCL024W	-0.62	-0.01	1.1	0.7	0.04	-0.58	-0.47	-1.15	-0.92	-0.15	0.4	0.53	0.34	-0.49	-0.81	-0.49	-0.62	-0.64	-1	1.2
YGL020C	-0.4	-0.36	-0.36	-0.27	-0.03	0.07	0.34	0.19	0.18	-0.2	-0.36	-0.27	-0.06	-0.42	0.07	-0.17	0.21	-0.38	-0.51	-0.32
YBR009C	-2.84	-3.18	-1.94	-0.64	1.04	1.17	0.2	0.48	-0.79	-0.81	-1.22	-0.49	0.5	0.53	0.88	0.19	-0.4	-0.74	-0.34	-0.84
YNL030W	-2.84	-2.56	-2.32	-0.32	0.68	0.82	0.37	-0.36	-0.74	-1.56	-1.32	-0.67	0.56	0.38	0.82	-0.03	-0.47	-0.92	-1.12	-0.86
YNL031C	-2.25	-1.89	-2	-0.43	0.4	0.82	0.19	-0.6	-0.79	-1.25	-1.47	-0.54	0.36	0.58	0.53	-0.25	-0.3	-0.81	-0.81	-0.92
YGL028C	0.9	-2.06	-2.56	-2.84	-2.18	-2.94	-2.74	-2.94	-2.74	-1.64	-0.34	0.26	0.08	-0.74	-0.76	-1.18	-1.51	-2.06	-0.81	1.66
YNR067C	-3.06	-3.18	-3.47	-3.84	-3.47	-3.47	-3.84	-3.32	-3.84	-0.62	0.61	0.32	-0.22	-1.22	-1.15	-1.47	-1.89	-1.06	-2.64	1.32
YBR080C	-0.12	-0.54	0.07	-0.04	-0.07	-0.2	0.01	0.11	0	0.03	-0.09	0.08	-0.12	-0.2	-0.09	-0.09	-0.17	0.01	-0.14	0.18
YOL019W	-0.51	0.15	-0.36	0.19	0.29	0.14	-0.01	-0.6	-0.36	0.28	0.45	0.54	0.54	0.1	0.01	-0.36	-0.47	-0.17	0.57	1.3
YBR158W	1	0.91	-2	-0.03	-2.18	-0.69	-2.47	0.37	-2.84	-0.47	0.4	0.6	0.37	-0.4	0.75	-0.34	-0.42	-0.69	-1.06	1.87
YLR103C	-0.64	-0.2	0.9	0.74	0.48	0.07	-0.3	-0.34	-0.47	-0.34	0.4	0.58	0.33	-0.15	-0.25	-0.15	-0.45	-0.38	-0.64	0.62
YBR088C	-1.47	-1.18	0.89	1.29	0.8	-0.17	-0.76	0.48	-1.56	-0.94	0.3	0.97	0.76	-0.06	-0.29	-0.84	-1.12	-1.22	-0.29	0.96
YNL327W	-3.64	-2.12	-3.32	-3.84	-3.47	-3.84	-4.06	-3.64	-4.32	-0.58	0.53	0.53	-0.25		-1.36	-1.47	-2.56	-1.25	0.12	1.44
YBR089W	-1.25	-0.94	0.44	1.08	0.38	-0.22	-0.69	0	-1.79	-0.09	-0.3	0.31	0.62	-0.25	-0.54		-1.29	-0.15	-0.97	0.99
YJL042W	-0.89	-0.45	-1.22	-0.89	-1.06	-0.62	-0.92	-0.67	-0.79	-0.32	-0.38	-0.38	-0.34	-0.3	-0.62	-0.4	-0.79	-0.62	-1.09	-0.3
YOL090W	-0.62	-0.67	0.56	0.91	1.05	0.08	0	-0.74	-0.76	-0.49	0.04	0.7	0.7	-0.14	0.08	-0.23	-0.4	-0.22	-0.6	0.6
YIL066C	-1.03	-0.3	0.88	1.1	0.96		-0.15	-0.49	-0.62	-0.79	0.45	0.96	0.81	0.24	0.29	-0.01	-1.06	-0.6	-1.06	1.02
YBR010W	-2.12	-2.25	-1.64	-0.3	1.2	0.6	0.38	0.71	-0.71	-1.09	-1.43	-0.4	0.65	1.01	0.93	0.26	0.04	-0.51	-0.79	-0.81
YLR183C	-1.89	-1.64	0.75	0.93	0.72	-0.07	-0.18	-0.92	-1.09	-0.64	0.66	0.75	0.77	-0.04	0.1	-0.36	-0.32	-0.86	-1.69	0.49
YMR237W	-0.54	-0.01	-0.36	0.01	-0.27	-0.12	-0.4	-0.43	-0.25	0.12	-0.32	-0.07	-0.12	-0.49	-0.27	-0.4	-0.42	-0.27	-0.17	-0.18
YBR162C	0.15	-0.69	-0.74	-0.76	-0.23	-0.69	0.07	0.2	-0.25	0.49	-0.6	0.29	0.18	0.16	0.03	0.42	-0.18	0.32	-0.54	-0.23
YDR416W	0.12	-0.23	-0.25	1.46	-0.18	-0.38	-0.04	-0.38	-0.07	-0.04	-0.01	0.03	0	-0.38	-0.36	-0.07	-0.2	-0.27	-0.67	-0.12
YPL158C	-2.25	-2.47	-2.74	-1.09	-1.64	-1.94	-2	-1.94	-0.86	0.92	1.01	0.56	-0.17	-0.79	-1.64	-1.32	-1.29	0.06	0.71	1.49
YER183C	-0.18		-0.15	-0.34	-0.25	-0.42	-0.06	-0.23	-0.14	-0.3	0.04	-0.09	0	-0.54	-0.17	-0.51	-0.22	-0.3	0.01	0.15
YHR051W	0.03	0.3	0.37	0.38	-0.14	-0.12	-0.4	0.1	-0.12	-0.3	0.08	-0.15	0.03	-0.2	0	-0.07	-0.23	0	-1.12	-1.18
YCR005C	0.34	1.46	1.23	1.23	1.06	0.5	0.64	0.54	0.49	0.52	0.01	0.2	0	0.03	-0.09	-0.18	0.08	-0.04	-1.79	-1.94
YIR031C	-0.07	0.08	0.1	-0.03	0.18	0.1	0.28	0	-0.15	-0.01	-0.07	0.26	0	-0.07	-0.03	-0.03	0.25	0.04	-0.1	-0.03
YJR010W	0.34	0	0.31	-0.04	0.11	0.53	1.08	0.96	1.01	-0.15	0.61	-0.25	-0.1	-0.29	0.42	0.76	0.06	-0.01	-0.29	-0.67
YIR032C	0.01	-0.14	-0.25	-0.76	-0.81	-0.56	-0.64	-0.14	-0.56	-0.09	-0.03	0	-0.12	-0.17	-0.18	-0.1	-0.81	-0.49	-0.58	-0.42
YHR053C	-0.27	-0.27	-0.32	-0.36	-0.51	-0.56	-0.74	-0.43	-0.6	-0.74	-0.4	-0.54	-0.14	-0.4	-0.06	-0.36	-0.92	-1	-0.47	0.62
YHR054C	-1.03	0.08	-0.89	-0.3	-0.76	0.12	-0.58	-0.14	-0.45	-0.12	-0.6	-0.42	-0.47	-0.47	-0.51	-0.32	-0.2	-0.1	0.45	0.5
YHR055C	-0.34	-0.25	-0.38	-0.36	-0.54		-0.92	-0.51	-0.67	-1.09	-0.43	-1.03	-0.17	-0.32	-0.18	-0.45	-0.86	-1.03	-0.3	0.62
YOR135C	0.28	0.14	0.21	0.52	0.92	0.66	1.04	0.73	0.64	0.44	0.66	0.21	0.39	0.01	0.44	0.01	0.38	-0.01	-1.43	-2.18
YOR136W	0.31	-0.03	0.45		1.03	0.72	1.12		0.58	0.79	0.48	0.34	0.16	-0.01	0.24	-0.14	-0.01	-0.15	-1.22	-2.18
YOR065W	-0.56	-0.15	0.52	0.1	-0.07	-0.18	-0.2	-0.4	-0.58	-0.64	-0.3	-0.67	-0.45	-0.84	-0.29	-0.67	-0.4	-0.29	-1.4	-1.56
YGR292W	0.11	-0.23	0.2	-0.29	-0.04	-0.45	-0.17	-0.25	0.1	-0.25	-0.29	-0.32	-0.04	-0.51	0.07	-0.36	-0.25	-0.32	0.51	0.58
YPL015C	-0.43	-0.32	0.25	0.34	0	-0.1	-0.22	-0.23	-0.15	-0.36	0.21	0.16	0.33	-0.29	-0.1	-0.29	0.07	-0.36	0.1	-0.29
YDR133C	-1.09	-0.89	-0.67	-0.32	0	0.1	0	-0.25	-0.43	-0.69	-0.14	-0.47	-0.01	-0.3	0.34	-0.38	0.28	-0.84	-0.04	0.71
YNL058C	-1	-0.86	-1.51	-2.18	-1.29	-1.12	-0.01	0.69	1.16	0.58	0.16	-0.29	-0.47	-1.32	-0.62	-0.14	0.62	0.89	0.56	-0.79
YGL191W	0.1	-0.03	0.04	-0.03	0.16	-0.12	0.25	0.04	0.14	-0.27	0.07	-0.15	0.2	-0.2	0.28	-0.23	0.29	-0.36	-0.42	-0.43
YLR121C	0.68	0.7	0.74	0.78	0.29	0.76	0.01	0.28	0.01	-0.07	0.54	0.74	0.29	0.4	0.21	0.29	0.16	-0.07	0.46	2.47
YEL011W	-0.51	1.08	0.77	0.15	-0.76	-0.17	-0.69	-0.25	0.03	0.3	0.3	0.03	-0.1	-0.56	-0.14	0.14	-0.36	-0.2	0.08	-0.49
YER044C	-0.1	0.21	0.5	0.1	0.1	-0.06	-0.49	-0.07	-0.01	-0.34	0.03	-0.47	-0.2	-0.49	-0.29	-0.03	-0.51	-0.79	-0.09	-0.69
YLR122C		0.29	0	0.1	0.31	0.08	-0.32	-0.12	-0.22	0.11	-0.27	0.06	0.03	-0.49	-0.62	-0.42	-0.17	-0.2	0.1	0.28
YIL155C	-0.45	0.48	0.45	0.2	-0.06	-0.56	-0.14	-0.54	-0.14	0.12	0.01	-0.18	-0.22	-0.76	-0.14	-0.34	-0.47	-0.14	-0.67	-0.27
YDL037C	2.58	1.65	0.9	-0.06	-0.17	-0.09	0.3	0.24	0.15	-0.3	-0.27	-0.69	0.01		-0.49	-0.36	-0.01	0.18	3.9	2.29
YKR075C	-0.14	-0.14	0.69	-0.36	-0.69	-0.43	-0.4	-0.09	-0.03	0.07	-0.47	-0.38	-0.14	-0.4	-0.92	-0.23	-0.43	-0.42	0.9	1.86
YDL039C	2.19	1.41	0.86	-0.03	0.33	0.07	0.42	0.66	0.52	-0.04	0.37	-0.62	0.3	0.14	0.2	0.01	0.06	-0.1	3.38	1.75
YLL023C	-0.07	-0.84	-0.43	-0.56	-0.43	-0.36	-0.07	-0.15	-0.03	-0.4	-0.07	-0.42	-0.18	-0.47	-0.03	-0.34	0.04	-0.49	0.19	0.31
YGR008C	0.65	1.21	1.16	0.76	0.21	0.06	0.12	-0.07	-0.22	-0.17	-0.2	0.01	0.1	-0.42	0.04	-0.2	0.18	-0.29	-0.12	-0.12
YBR105C	0.54	-0.12	-0.01	0.1	0.25	0.14	0.39	0.04	0.08	0.38	-0.01	-0.15	0.41	-0.01	0.11	-0.1	0.23	-0.12		1.59
YGR082W	0.11	0.04	0.08	0.29	0.03	0.34	0.08	0.49	0.24	-0.74	0.21	0.03	0.2	0.12	0.06	0.15	-0.12	0.79	0.2	-0.25
YGR084C	-0.2	-0.14		-0.18	-0.25	0.08	-0.15	-0.23	-0.03	-3.32	-0.01	-0.01	-0.04	-0.15	-0.06	0.18	-0.51	0.01	0.37	0.14
YKL097W-A	-0.27	-0.74	-0.47	-0.58	0.03	-0.56	0.45	-0.18	0.01	-0.51	-0.58	-0.81	0.12	-0.25	0.81	0.03	0.77	0.03	-0.27	-0.29
YHR209W	0.58	0.45	0.37	0.53	0.18	-0.15	0.61	0.01	-0.03	-0.04	-0.51	-0.43	0.18	-0.34	-0.06	-0.03	-0.04	0.01	0.41	0.06
YMR189W	-0.3	0.29	0.38	0.06	-0.34	-0.29	-0.01	0	0.19	-0.03	-0.25	-0.42	-0.62	-0.67	-0.03	-0.2	0.4	0.21	-0.81	-1.64
YBR183W	0.85	0.39	0.04	-0.56	-0.64	-0.69	-0.4	0.4	-0.64	0.3	-0.79	0.48	-0.14	0.16	-0.22	-0.22	-0.45	0.5	-0.54	-0.27
YER053C	0.87	1.1	0.56	1.02		-0.3	-0.06	-0.25	-0.14	0.04	-0.18	-0.2	0.15	-0.29	0.31	-0.4	0.07	-0.27	-0.12	-0.81
YJL214W	-0.32	-0.18	-0.18	-0.23	-0.17		-0.38	-0.34	-0.36	0	-0.17	-0.29	0.23	-0.17	-0.43	-0.43	-0.43	-0.4	-0.17	1.03
YIL162W	-0.1	0	-0.14	-0.15	-0.25	0.16	0.01	-0.06	0.29	0.4	0.11	-0.03	-0.03	-0.42	0.01	0.18	-0.14	-0.01	0	0.2
YDR074W	0.49	0.99	0.55	0.55	-0.2	0.08	-0.34	-0.04	0.31	0.6	0.58	-0.07	-0.12	-0.4	-0.18	0.08	0	0.26	-0.1	-0.38
YEL024W	-0.25	0.44	0.61	0.3	-0.29		-0.36	-0.15	-0.25	0.07	0	-0.09	-0.04	-0.2	-0.42	-0.15	-0.1	-0.23	-0.74	-0.92
YDR077W	0.98	1.06	1.38	1.33	1.01	0.59	0.36	0.95	1.5	1.02	1.81	1.08	0.87	0.54	0.67	1.04	0.72	1.07	1.43	0.93
YDL048C	1.1	0.12	0.03	-0.15	0.08	-0.27	-0.15	-0.38	-0.32	0.26	-0.22	-0.04	-0.29	-0.51	-0.4	-0.18	-0.07	-0.22	2.09	1.89
YEL027W	0.03	-0.06	-0.04	0.12	0.08	0.07	0	0.32	0.45	-0.07	0.39	-0.01	0.33	0.12	0.43	0.29	0.07	-0.14	-0.45	-0.54
YJL079C	-0.45	-0.07	1.14	1.12	1.22	1.17	0.84	0.33	0.73	0.3	0.53	-0.34	-0.49	-0.47	-0.45	-0.56	0	-0.4	-0.12	-0.43
YBL016W	2.07	0.23	-1	-1.09	-0.71	-0.34	-0.69	0.9	-0.89	-0.67	-0.49	-0.14	-0.18	-0.04	-0.22	0.14	-0.54	0.18	-0.04	0.25
YPR134W	-0.22	-0.47	0.25	-0.1	-0.03	0.06	-0.29	-0.4	-0.17	-0.23	-0.71	-0.32	-0.1	-0.49	-0.36	-0.67	-0.1	-0.07	0.32	0.5
YBR262C	0.11	0	-0.29	-0.18	-0.29	-0.12	-0.22	-0.15	0.19	-0.38	0.01	-0.15	-0.07	-0.27	-0.43	0.15	-0.29	-0.27	0.16	0.61
YNL145W	1.3	0.6	-0.17	-1.56	-1.51	-2.56	-1.79	-2.06	-0.64	0.11	0.41	-0.42	-0.32	-1.51	-1.12	-1.74	-0.43	-0.27	-0.43	0.23
YPL031C	-0.42	-0.74	-0.29	-0.64	-0.23	-0.17	-0.14	-0.56	-0.42	-0.42	-0.4	-0.74	-0.43	-0.86	-0.32	-0.51	-0.27	-0.56	3.51	2.92
YOL126C	0.36	1.1	0.6	0.3	0.28	0.54	0.36	0.36	0.01	0.08	-0.29	0	-0.22	0.01	-0.14	-0.3	-0.07	-0.15	0.23	0.28
YJL151C	0.24	0.08	0.2	-0.06	0.06	-0.45	0.16	-0.29	-0.04	-0.51	-0.04	-0.25	0.07	-0.49	0	-0.36	0.11	-0.38	0.71	0.55
YDR513W	0.34	0.73	0.91	0.71		0.15	0.29	0.08	0.2	0.19	0.21	0.06	0.44	-0.15	0.3	-0.17	0.5	-0.09	-0.4	-0.81
YLR142W	-0.25	0.06	0.45	0.11	0.5	0.19	0.49	0.5	0.38	0.26	-0.22	-0.12	-0.09	-0.42	-0.49	-0.14	-0.42	-0.04	-1.22	-0.71
YFL014W	-0.49	0.33	0.11	0.68	-0.03	0.57	-0.04	0.24	0.08	-0.06	-0.09	0.04	-0.07		-0.25	0	-0.1	-0.22	3.43	2.96
YLL041C	-0.3	-0.06	-0.25	-0.27	-0.86	-0.23	-0.23	-0.76	-0.71	-0.15	-0.47	-0.43	-0.22	-0.81	-0.47	-0.32	-0.47	-0.38	-0.58	-0.4
YKL062W	0.06	-0.04	-0.36	-0.03	-0.22	-0.14	-0.3	-0.27	-0.1	-0.1	0	0.07	0.16	-0.29	-0.09	-0.12	-0.51	-0.1	0.07	1.48
YBL099W	-0.14	-0.34	0.2	-0.04	0.45	-0.4	0.29	0.18	0.1	0.18	-0.07	0.26	-0.01	0.16	0.18	0.16	0.12	0.37	-0.58	-0.76
YKL067W	-0.51	0.21	0.45	1.03	0.77	0.93	0.29	-0.12	-0.42	-0.3	-0.3	-0.03	0.37	-0.14	0.16	-0.23	-0.25	-0.74	-0.76	0.15
YGR244C	0.24	0.06	0.66	0.42	0.64	0.1	0.54	-0.01	0.12	-0.12	-0.04	-0.01	0.11	-0.22	0.06	-0.1	0.26	-0.23	0.34	-0.1
YGR174C	0.12	-0.03	0.07	0.65	-0.29	-0.14	0.08	-0.1	0	-0.23	-0.25	-0.43	0.12	-0.43	-0.23	-0.32	-0.01	-0.18	0.77	0.89
YLR294C	-0.45	0.1	-0.49	-0.14	-0.86	-0.03	-0.36	-0.23	-0.36	-0.29	-0.49	-0.45	-0.09	-0.6	-0.62	-0.6	-0.18	-0.38	0.1	0.19
YBR054W	-2.25	-2	-1.29	-2.32	-2.12	-2.74	-1.4	0.06	0.31	0.64	0.49	0.21	-0.6	-0.69	-1.22	-0.69	-0.25	0.23	1.14	-0.64
YLR295C	0.01	0.03	-0.07	-0.03	-0.09	-0.29	-0.23	-0.29	-0.12	-0.4	-0.06	-0.23	-0.09	-0.43	-0.18	-0.14	-0.74	-0.36	0.45	0.23
YOR383C	-0.69	-1.15	-0.71	-1.43	0	-1.32	0.74	0.14	1.26	1.23	1.07	0.87	0.94	0.69	0.74	0.81	-0.47	1.51	-0.06	-0.03
YML100W	-1.36	1.44	0.65	0.06	-0.67	-0.81	-1.03	-1.22	-0.89	-0.25	-0.58	0.08	-0.14	-0.56	-0.3		-0.45	-0.69	-0.56	0.1
YPL262W	-0.03	0.15	0.01	0.38	0.07	0.29	0.34	0.11	0.11	-0.06	0	0.04	-0.04	-0.15	-0.01	-0.2	-0.2	-0.22	-1.18	-0.49
YDL067C	0.07	-0.1	0.08	-0.15	0.1	-0.4	0.29	-0.34	0.03	-0.17	-0.07	-0.29	0.11	-0.36	-0.07	-0.36	-0.01	-0.38	-0.34	-0.17
YDR529C	-0.4	-0.27	0.19	0.12	-0.42	-0.17	-0.51	-0.23	-0.04	-0.6	0	-0.54	0.04	-0.47	-0.15	-0.27	-0.42	-0.38	-0.09	-0.17
YMR136W	0.14	0.76	-0.18	-0.36		-0.43	-0.38	-1	-0.94	-0.51	-0.84	-0.4	-0.1	-0.47	-0.54	-0.56	-0.25	-0.62	2.12	1.61
YKL148C	-0.27	0.23	0.63		-0.14	-0.42	-0.32	-0.64	-0.62	-0.4	-0.36	-0.36	-0.3	-0.71	-0.4	-0.54	-0.84	-0.58	-0.67	-0.97
YGR250C	0.63	0.23	0.28	0.2	0.01	0.2	0.15	0.2	0.18	-0.14	0.37	0.03	0.12	-0.03	0.3	0.33	-0.15	-0.01	0.6	0.48
YBL100C	-0.06	-0.45	0.51	0.4	0.44	0.44	0.24	0.4	0	0.5	0.34	0.15	0.08	-0.49	0.28	-0.32	0.25	-0.03	-0.4	-1
YBR132C	-0.14	0.66	0.78	0.04	0.29	-0.18	-0.07	0.38	-0.06	-0.2	-0.4	0.04	-0.42	-0.25	-0.09	-0.2	-0.34	0.11	-0.64	-0.4
YNL015W	-0.89	-0.14	-0.3	0.45	-0.2	0.25	-0.49	-0.92	-0.74	-0.58	-0.23	0.18	0.44	0.16	0.36	-0.04	-0.17	-0.42	1.66	1.85
